ZCTA5	urban_rural-population-total_population	urban_rural-population-urban_total_population	urban_rural-population-rural_total_population	urban_rural-percent-urban_population-of-total_population	urban_rural-percent-rural_population-of-total_population
39180	32603	19452	13151	0.597	0.403
39183	15661	9376	6285	0.599	0.401
39189	5263	0	5263	0.0	1.0
39191	8074	0	8074	0.0	1.0
39192	1733	0	1733	0.0	1.0
39193	968	967	1	0.999	0.001
39194	20925	15546	5379	0.743	0.257
39201	536	536	0	1.0	0.0
39202	8411	8411	0	1.0	0.0
39203	7091	7091	0	1.0	0.0
39204	19468	19468	0	1.0	0.0
39206	25341	25341	0	1.0	0.0
39208	31371	28176	3195	0.898	0.102
39209	29617	27524	2093	0.929	0.071
39211	24515	24337	178	0.993	0.007
39212	33263	32114	1149	0.965	0.035
39213	22328	21771	557	0.975	0.025
39216	3454	3454	0	1.0	0.0
39217	1103	1103	0	1.0	0.0
39218	6943	6260	683	0.902	0.098
39232	7068	5524	1544	0.782	0.218
39269	0	0	0		
39272	12551	11831	720	0.943	0.057
39301	27449	13669	13780	0.498	0.502
39305	20431	12536	7895	0.614	0.386
39307	18603	13819	4784	0.743	0.257
39309	601	0	601	0.0	1.0
39320	1828	0	1828	0.0	1.0
39322	1882	0	1882	0.0	1.0
39323	1290	0	1290	0.0	1.0
39325	5983	0	5983	0.0	1.0
39326	720	0	720	0.0	1.0
39327	4190	0	4190	0.0	1.0
39328	4806	0	4806	0.0	1.0
39330	2746	0	2746	0.0	1.0
39332	1923	0	1923	0.0	1.0
39335	3160	0	3160	0.0	1.0
39336	1235	0	1235	0.0	1.0
39337	1808	0	1808	0.0	1.0
39338	3319	0	3319	0.0	1.0
39339	15619	4624	10995	0.296	0.704
39341	7156	2998	4158	0.419	0.581
39342	1287	1210	77	0.94	0.06
39345	6127	2810	3317	0.459	0.541
39346	2241	0	2241	0.0	1.0
39347	1497	0	1497	0.0	1.0
39348	838	0	838	0.0	1.0
39350	24865	7759	17106	0.312	0.688
39352	812	0	812	0.0	1.0
39354	2094	0	2094	0.0	1.0
39355	7131	0	7131	0.0	1.0
39356	659	0	659	0.0	1.0
39358	1679	0	1679	0.0	1.0
39359	273	0	273	0.0	1.0
39360	3830	0	3830	0.0	1.0
39361	1468	0	1468	0.0	1.0
39362	2866	0	2866	0.0	1.0
39363	1773	0	1773	0.0	1.0
39364	2985	297	2688	0.099	0.901
39365	7547	0	7547	0.0	1.0
39366	1380	0	1380	0.0	1.0
39367	15096	4224	10872	0.28	0.72
39401	43366	34723	8643	0.801	0.199
39402	37492	32099	5393	0.856	0.144
39406	1759	1759	0	1.0	0.0
39421	2936	0	2936	0.0	1.0
39422	5146	0	5146	0.0	1.0
39423	2690	0	2690	0.0	1.0
39425	1754	0	1754	0.0	1.0
39426	16301	3333	12968	0.204	0.796
39427	1314	0	1314	0.0	1.0
39428	9761	0	9761	0.0	1.0
39429	17657	6990	10667	0.396	0.604
39437	12917	3695	9222	0.286	0.714
39439	4573	0	4573	0.0	1.0
39440	21305	20641	664	0.969	0.031
39443	21939	1795	20144	0.082	0.918
39451	7181	0	7181	0.0	1.0
39452	26964	2636	24328	0.098	0.902
39455	9721	0	9721	0.0	1.0
39456	1292	0	1292	0.0	1.0
39459	3677	0	3677	0.0	1.0
39461	582	0	582	0.0	1.0
39462	1122	0	1122	0.0	1.0
39464	2482	0	2482	0.0	1.0
39465	21386	9967	11419	0.466	0.534
39466	27738	13459	14279	0.485	0.515
39470	13011	0	13011	0.0	1.0
39474	6050	0	6050	0.0	1.0
39475	12225	1752	10473	0.143	0.857
39476	7582	0	7582	0.0	1.0
39477	686	0	686	0.0	1.0
39478	2201	0	2201	0.0	1.0
39479	5796	0	5796	0.0	1.0
39480	2770	0	2770	0.0	1.0
39481	1867	0	1867	0.0	1.0
39482	9746	58	9688	0.006	0.994
39483	6447	304	6143	0.047	0.953
39501	21987	21960	27	0.999	0.001
39503	45309	35822	9487	0.791	0.209
39507	16234	16234	0	1.0	0.0
39520	14681	11911	2770	0.811	0.189
39525	8383	7855	528	0.937	0.063
39530	8086	8085	1	1.0	0.0
39531	17736	17736	0	1.0	0.0
39532	32716	22421	10295	0.685	0.315
39534	2379	2379	0	1.0	0.0
39540	8522	8486	36	0.996	0.004
39553	17174	15884	1290	0.925	0.075
39556	7705	0	7705	0.0	1.0
39560	16844	15443	1401	0.917	0.083
39561	1852	0	1852	0.0	1.0
39562	17912	3006	14906	0.168	0.832
39563	13790	13219	571	0.959	0.041
39564	36952	34896	2056	0.944	0.056
39565	19453	3021	16432	0.155	0.845
39567	10740	10719	21	0.998	0.002
39571	13179	5087	8092	0.386	0.614
39572	1414	0	1414	0.0	1.0
39573	8828	0	8828	0.0	1.0
39574	13613	0	13613	0.0	1.0
39576	5809	5467	342	0.941	0.059
39577	10374	3768	6606	0.363	0.637
39581	11595	11557	38	0.997	0.003
39601	23536	10635	12901	0.452	0.548
39629	6519	0	6519	0.0	1.0
39630	1115	0	1115	0.0	1.0
39631	3732	0	3732	0.0	1.0
39633	1094	0	1094	0.0	1.0
39635	170	0	170	0.0	1.0
39638	3333	0	3333	0.0	1.0
39641	4569	0	4569	0.0	1.0
39643	1102	0	1102	0.0	1.0
39645	5016	0	5016	0.0	1.0
39647	1023	0	1023	0.0	1.0
39648	21710	14298	7412	0.659	0.341
39652	8315	0	8315	0.0	1.0
39653	2799	0	2799	0.0	1.0
39654	5635	0	5635	0.0	1.0
39656	803	0	803	0.0	1.0
39657	2351	0	2351	0.0	1.0
39661	2997	0	2997	0.0	1.0
39662	1318	0	1318	0.0	1.0
39663	3080	0	3080	0.0	1.0
39664	2256	0	2256	0.0	1.0
39665	1196	0	1196	0.0	1.0
39666	9588	2090	7498	0.218	0.782
39667	12837	0	12837	0.0	1.0
39668	681	0	681	0.0	1.0
39669	6045	0	6045	0.0	1.0
39701	13997	11640	2357	0.832	0.168
39702	22883	13411	9472	0.586	0.414
39705	13667	9263	4404	0.678	0.322
39730	11805	4666	7139	0.395	0.605
39735	3916	0	3916	0.0	1.0
39736	312	0	312	0.0	1.0
39737	285	0	285	0.0	1.0
39739	2957	0	2957	0.0	1.0
39740	5038	0	5038	0.0	1.0
39741	1560	0	1560	0.0	1.0
39743	2067	0	2067	0.0	1.0
39744	6008	0	6008	0.0	1.0
39745	810	0	810	0.0	1.0
39746	3183	0	3183	0.0	1.0
39747	1999	0	1999	0.0	1.0
39750	2781	0	2781	0.0	1.0
39751	1309	0	1309	0.0	1.0
39752	2473	0	2473	0.0	1.0
39755	1051	0	1051	0.0	1.0
39756	1943	0	1943	0.0	1.0
39759	42108	28100	14008	0.667	0.333
39760	23	0	23	0.0	1.0
39762	2207	2207	0	1.0	0.0
39766	2630	0	2630	0.0	1.0
39767	861	0	861	0.0	1.0
39769	1923	0	1923	0.0	1.0
39771	127	0	127	0.0	1.0
39772	1793	0	1793	0.0	1.0
39773	16670	9173	7497	0.55	0.45
39776	1674	0	1674	0.0	1.0
39813	2110	0	2110	0.0	1.0
39815	1686	0	1686	0.0	1.0
39817	10894	5582	5312	0.512	0.488
39819	11282	6536	4746	0.579	0.421
39823	8550	3748	4802	0.438	0.562
39824	544	0	544	0.0	1.0
39825	1461	0	1461	0.0	1.0
39826	418	0	418	0.0	1.0
39827	3842	123	3719	0.032	0.968
39828	15150	9291	5859	0.613	0.387
39834	2138	0	2138	0.0	1.0
39836	461	0	461	0.0	1.0
39837	6166	0	6166	0.0	1.0
39840	5726	3811	1915	0.666	0.334
39841	878	0	878	0.0	1.0
39842	8357	4466	3891	0.534	0.466
39845	7871	2654	5217	0.337	0.663
39846	2440	0	2440	0.0	1.0
39851	2388	0	2388	0.0	1.0
39854	2592	676	1916	0.261	0.739
39859	1281	91	1190	0.071	0.929
39861	1003	0	1003	0.0	1.0
39862	1326	0	1326	0.0	1.0
39866	2122	0	2122	0.0	1.0
39867	321	0	321	0.0	1.0
39870	2238	0	2238	0.0	1.0
39877	500	0	500	0.0	1.0
39885	76	0	76	0.0	1.0
39886	1616	0	1616	0.0	1.0
39897	3430	0	3430	0.0	1.0
40003	1902	0	1902	0.0	1.0
40004	28245	17597	10648	0.623	0.377
40006	5084	0	5084	0.0	1.0
40007	166	0	166	0.0	1.0
40008	3476	0	3476	0.0	1.0
40009	1051	0	1051	0.0	1.0
40010	587	47	540	0.08	0.92
40011	2549	0	2549	0.0	1.0
40012	589	0	589	0.0	1.0
40013	5369	992	4377	0.185	0.815
40014	19986	16375	3611	0.819	0.181
40019	3789	0	3789	0.0	1.0
40020	109	0	109	0.0	1.0
40022	834	0	834	0.0	1.0
40023	4118	451	3667	0.11	0.89
40025	59	59	0	1.0	0.0
40026	5458	3631	1827	0.665	0.335
40031	22863	17851	5012	0.781	0.219
40033	12355	5646	6709	0.457	0.543
40036	223	0	223	0.0	1.0
40037	2864	0	2864	0.0	1.0
40040	531	0	531	0.0	1.0
40041	286	286	0	1.0	0.0
40045	3451	467	2984	0.135	0.865
40046	1741	0	1741	0.0	1.0
40047	19345	15151	4194	0.783	0.217
40048	113	113	0	1.0	0.0
40049	115	0	115	0.0	1.0
40050	1389	0	1389	0.0	1.0
40051	4799	0	4799	0.0	1.0
40052	515	0	515	0.0	1.0
40055	1752	0	1752	0.0	1.0
40056	3263	3263	0	1.0	0.0
40057	3354	0	3354	0.0	1.0
40058	64	0	64	0.0	1.0
40059	16708	15713	995	0.94	0.06
40060	1184	0	1184	0.0	1.0
40062	301	0	301	0.0	1.0
40063	789	0	789	0.0	1.0
40065	28025	20621	7404	0.736	0.264
40067	5114	0	5114	0.0	1.0
40068	2131	0	2131	0.0	1.0
40069	8276	0	8276	0.0	1.0
40070	582	0	582	0.0	1.0
40071	14292	0	14292	0.0	1.0
40075	1323	0	1323	0.0	1.0
40076	2516	0	2516	0.0	1.0
40077	564	0	564	0.0	1.0
40078	2200	0	2200	0.0	1.0
40104	1336	0	1336	0.0	1.0
40107	2067	0	2067	0.0	1.0
40108	11583	0	11583	0.0	1.0
40109	1990	823	1167	0.414	0.586
40110	60	0	60	0.0	1.0
40111	1682	0	1682	0.0	1.0
40115	727	0	727	0.0	1.0
40117	2299	0	2299	0.0	1.0
40118	9724	8678	1046	0.892	0.108
40119	1797	0	1797	0.0	1.0
40121	10124	10123	1	1.0	0.0
40140	787	0	787	0.0	1.0
40142	2304	0	2304	0.0	1.0
40143	5939	0	5939	0.0	1.0
40144	1866	0	1866	0.0	1.0
40145	908	0	908	0.0	1.0
40146	3745	0	3745	0.0	1.0
40150	4103	0	4103	0.0	1.0
40152	604	0	604	0.0	1.0
40155	947	947	0	1.0	0.0
40157	876	0	876	0.0	1.0
40160	23574	22561	1013	0.957	0.043
40161	178	0	178	0.0	1.0
40162	6056	227	5829	0.037	0.963
40165	32726	22122	10604	0.676	0.324
40170	344	0	344	0.0	1.0
40171	243	0	243	0.0	1.0
40175	13070	5481	7589	0.419	0.581
40176	931	0	931	0.0	1.0
40177	1463	0	1463	0.0	1.0
40178	468	0	468	0.0	1.0
40202	6772	6772	0	1.0	0.0
40203	19694	19694	0	1.0	0.0
40204	14236	14236	0	1.0	0.0
40205	23678	23678	0	1.0	0.0
40206	18865	18865	0	1.0	0.0
40207	29745	29745	0	1.0	0.0
40208	13227	13227	0	1.0	0.0
40209	360	360	0	1.0	0.0
40210	14822	14822	0	1.0	0.0
40211	22612	22612	0	1.0	0.0
40212	17685	17685	0	1.0	0.0
40213	16796	16796	0	1.0	0.0
40214	45291	45291	0	1.0	0.0
40215	22287	22287	0	1.0	0.0
40216	40746	40714	32	0.999	0.001
40217	12507	12507	0	1.0	0.0
40218	31658	31658	0	1.0	0.0
40219	38032	38010	22	0.999	0.001
40220	33109	33109	0	1.0	0.0
40222	21359	21359	0	1.0	0.0
40223	22011	21958	53	0.998	0.002
40228	15743	15743	0	1.0	0.0
40229	36852	36426	426	0.988	0.012
40231	0	0	0		
40241	28988	28988	0	1.0	0.0
40242	10930	10930	0	1.0	0.0
40243	10210	10026	184	0.982	0.018
40245	30109	28155	1954	0.935	0.065
40258	26465	26445	20	0.999	0.001
40272	37394	35260	2134	0.943	0.057
40280	303	303	0	1.0	0.0
40291	35427	34774	653	0.982	0.018
40299	38371	35481	2890	0.925	0.075
40310	526	0	526	0.0	1.0
40311	7153	0	7153	0.0	1.0
40312	5898	1200	4698	0.203	0.797
40313	3143	1286	1857	0.409	0.591
40316	309	0	309	0.0	1.0
40322	3328	0	3328	0.0	1.0
40324	41342	31859	9483	0.771	0.229
40328	1065	0	1065	0.0	1.0
40330	19334	8715	10619	0.451	0.549
40334	76	0	76	0.0	1.0
40336	13061	2898	10163	0.222	0.778
40337	5501	0	5501	0.0	1.0
40339	46	0	46	0.0	1.0
40342	21125	12489	8636	0.591	0.409
40346	686	0	686	0.0	1.0
40347	2767	26	2741	0.009	0.991
40348	600	0	600	0.0	1.0
40350	228	0	228	0.0	1.0
40351	20329	5996	14333	0.295	0.705
40353	20779	10835	9944	0.521	0.479
40356	40503	30495	10008	0.753	0.247
40358	904	0	904	0.0	1.0
40359	7080	0	7080	0.0	1.0
40360	6564	0	6564	0.0	1.0
40361	18220	11042	7178	0.606	0.394
40363	22	0	22	0.0	1.0
40370	2763	0	2763	0.0	1.0
40371	2838	0	2838	0.0	1.0
40372	2128	0	2128	0.0	1.0
40374	1702	0	1702	0.0	1.0
40376	52	0	52	0.0	1.0
40379	3288	0	3288	0.0	1.0
40380	6612	2949	3663	0.446	0.554
40383	22408	15907	6501	0.71	0.29
40385	3131	0	3131	0.0	1.0
40387	2046	0	2046	0.0	1.0
40390	7366	5508	1858	0.748	0.252
40391	35262	25831	9431	0.733	0.267
40402	2905	0	2905	0.0	1.0
40403	23774	14311	9463	0.602	0.398
40404	643	643	0	1.0	0.0
40409	3843	0	3843	0.0	1.0
40419	4621	0	4621	0.0	1.0
40422	24280	17360	6920	0.715	0.285
40434	34	0	34	0.0	1.0
40437	4932	0	4932	0.0	1.0
40440	2092	1230	862	0.588	0.412
40442	1136	0	1136	0.0	1.0
40444	14096	3739	10357	0.265	0.735
40445	997	0	997	0.0	1.0
40447	8251	0	8251	0.0	1.0
40448	53	0	53	0.0	1.0
40456	9300	2626	6674	0.282	0.718
40460	1129	0	1129	0.0	1.0
40461	3121	553	2568	0.177	0.823
40464	1114	0	1114	0.0	1.0
40468	1807	0	1807	0.0	1.0
40472	1679	605	1074	0.36	0.64
40475	55803	35623	20180	0.638	0.362
40481	218	0	218	0.0	1.0
40484	11612	4480	7132	0.386	0.614
40486	2223	0	2223	0.0	1.0
40489	4109	0	4109	0.0	1.0
40502	25709	25709	0	1.0	0.0
40503	28003	28003	0	1.0	0.0
40504	25655	25655	0	1.0	0.0
40505	26040	26040	0	1.0	0.0
40506	2802	2802	0	1.0	0.0
40507	1757	1757	0	1.0	0.0
40508	23569	23569	0	1.0	0.0
40509	32364	30357	2007	0.938	0.062
40510	1928	1095	833	0.568	0.432
40511	31798	29048	2750	0.914	0.086
40513	10994	10359	635	0.942	0.058
40514	14647	14647	0	1.0	0.0
40515	33595	31590	2005	0.94	0.06
40516	2877	873	2004	0.303	0.697
40517	35227	35227	0	1.0	0.0
40601	49566	35232	14334	0.711	0.289
40604	462	462	0	1.0	0.0
40701	29497	16173	13324	0.548	0.452
40729	5485	1086	4399	0.198	0.802
40734	3764	564	3200	0.15	0.85
40737	1379	0	1379	0.0	1.0
40740	3321	991	2330	0.298	0.702
40741	21875	9530	12345	0.436	0.564
40743	229	70	159	0.306	0.694
40744	18334	8760	9574	0.478	0.522
40759	2531	8	2523	0.003	0.997
40763	469	0	469	0.0	1.0
40769	18507	5969	12538	0.323	0.677
40771	1068	185	883	0.173	0.827
40801	531	219	312	0.412	0.588
40806	2499	1125	1374	0.45	0.55
40807	337	332	5	0.985	0.015
40808	99	0	99	0.0	1.0
40810	1548	0	1548	0.0	1.0
40813	669	0	669	0.0	1.0
40815	1534	0	1534	0.0	1.0
40816	78	0	78	0.0	1.0
40818	110	0	110	0.0	1.0
40819	729	0	729	0.0	1.0
40820	581	0	581	0.0	1.0
40823	4231	2616	1615	0.618	0.382
40824	559	392	167	0.701	0.299
40826	759	0	759	0.0	1.0
40827	674	0	674	0.0	1.0
40828	3965	2216	1749	0.559	0.441
40829	172	114	58	0.663	0.337
40830	301	0	301	0.0	1.0
40831	5150	3296	1854	0.64	0.36
40840	312	0	312	0.0	1.0
40843	259	0	259	0.0	1.0
40844	123	0	123	0.0	1.0
40845	635	0	635	0.0	1.0
40847	261	200	61	0.766	0.234
40849	352	289	63	0.821	0.179
40854	1213	1020	193	0.841	0.159
40855	860	763	97	0.887	0.113
40856	756	0	756	0.0	1.0
40858	397	0	397	0.0	1.0
40862	647	0	647	0.0	1.0
40863	502	0	502	0.0	1.0
40865	410	93	317	0.227	0.773
40868	1100	0	1100	0.0	1.0
40870	279	0	279	0.0	1.0
40873	2390	747	1643	0.313	0.687
40874	504	0	504	0.0	1.0
40902	1239	0	1239	0.0	1.0
40903	681	225	456	0.33	0.67
40906	11132	5160	5972	0.464	0.536
40913	171	0	171	0.0	1.0
40914	467	0	467	0.0	1.0
40915	896	210	686	0.234	0.766
40921	295	0	295	0.0	1.0
40923	735	0	735	0.0	1.0
40927	482	0	482	0.0	1.0
40935	2699	531	2168	0.197	0.803
40939	273	0	273	0.0	1.0
40940	478	0	478	0.0	1.0
40941	251	143	108	0.57	0.43
40943	748	0	748	0.0	1.0
40946	220	0	220	0.0	1.0
40949	788	174	614	0.221	0.779
40953	998	0	998	0.0	1.0
40958	451	0	451	0.0	1.0
40962	19143	4514	14629	0.236	0.764
40964	151	0	151	0.0	1.0
40965	13570	10765	2805	0.793	0.207
40972	1327	0	1327	0.0	1.0
40977	10362	0	10362	0.0	1.0
40979	148	0	148	0.0	1.0
40982	388	0	388	0.0	1.0
40983	352	0	352	0.0	1.0
40988	555	0	555	0.0	1.0
40995	121	0	121	0.0	1.0
40997	371	0	371	0.0	1.0
41001	16412	10514	5898	0.641	0.359
41002	2510	0	2510	0.0	1.0
41003	2786	0	2786	0.0	1.0
41004	4122	0	4122	0.0	1.0
41005	22569	17907	4662	0.793	0.207
41006	4434	0	4434	0.0	1.0
41007	4193	0	4193	0.0	1.0
41008	7457	5165	2292	0.693	0.307
41010	3217	0	3217	0.0	1.0
41011	25872	25872	0	1.0	0.0
41014	6942	6942	0	1.0	0.0
41015	20864	18394	2470	0.882	0.118
41016	6075	6075	0	1.0	0.0
41017	38940	38940	0	1.0	0.0
41018	27345	27345	0	1.0	0.0
41030	6299	3292	3007	0.523	0.477
41031	15886	6421	9465	0.404	0.596
41033	1976	0	1976	0.0	1.0
41034	1032	0	1032	0.0	1.0
41035	10785	2680	8105	0.248	0.752
41039	2502	0	2502	0.0	1.0
41040	7265	0	7265	0.0	1.0
41041	7153	2795	4358	0.391	0.609
41042	49968	49968	0	1.0	0.0
41043	1745	0	1745	0.0	1.0
41044	1116	0	1116	0.0	1.0
41045	1273	0	1273	0.0	1.0
41046	1414	0	1414	0.0	1.0
41048	13959	12661	1298	0.907	0.093
41049	2261	0	2261	0.0	1.0
41051	26796	24277	2519	0.906	0.094
41052	107	0	107	0.0	1.0
41055	1813	0	1813	0.0	1.0
41056	14228	7801	6427	0.548	0.452
41059	2712	785	1927	0.289	0.711
41062	35	0	35	0.0	1.0
41063	3378	0	3378	0.0	1.0
41064	2073	0	2073	0.0	1.0
41071	20869	20869	0	1.0	0.0
41073	5955	5955	0	1.0	0.0
41074	5338	5338	0	1.0	0.0
41075	16459	16459	0	1.0	0.0
41076	16468	14705	1763	0.893	0.107
41080	1849	0	1849	0.0	1.0
41083	1326	0	1326	0.0	1.0
41085	724	724	0	1.0	0.0
41086	2771	0	2771	0.0	1.0
41091	16873	13361	3512	0.792	0.208
41092	3514	24	3490	0.007	0.993
41093	2869	0	2869	0.0	1.0
41094	13631	9776	3855	0.717	0.283
41095	3540	0	3540	0.0	1.0
41097	7349	2740	4609	0.373	0.627
41098	2037	0	2037	0.0	1.0
41099	1169	1169	0	1.0	0.0
41101	18758	18696	62	0.997	0.003
41102	21712	17055	4657	0.786	0.214
41121	1852	0	1852	0.0	1.0
41124	1039	0	1039	0.0	1.0
41129	9922	2747	7175	0.277	0.723
41132	425	0	425	0.0	1.0
41135	172	0	172	0.0	1.0
41139	8271	8059	212	0.974	0.026
41141	2461	0	2461	0.0	1.0
41142	91	0	91	0.0	1.0
41143	14535	5716	8819	0.393	0.607
41144	10279	3314	6965	0.322	0.678
41146	412	0	412	0.0	1.0
41149	733	0	733	0.0	1.0
41159	583	0	583	0.0	1.0
41164	13125	0	13125	0.0	1.0
41166	919	0	919	0.0	1.0
41168	3043	0	3043	0.0	1.0
41169	5354	5105	249	0.953	0.047
41171	5042	0	5042	0.0	1.0
41174	1122	335	787	0.299	0.701
41175	5591	2479	3112	0.443	0.557
41179	7852	0	7852	0.0	1.0
41180	1087	0	1087	0.0	1.0
41183	1618	1618	0	1.0	0.0
41189	2264	0	2264	0.0	1.0
41201	238	0	238	0.0	1.0
41203	696	0	696	0.0	1.0
41204	560	0	560	0.0	1.0
41214	750	0	750	0.0	1.0
41216	1297	101	1196	0.078	0.922
41219	2053	0	2053	0.0	1.0
41222	2627	448	2179	0.171	0.829
41224	6414	0	6414	0.0	1.0
41226	168	0	168	0.0	1.0
41230	11730	3631	8099	0.31	0.69
41231	1002	0	1002	0.0	1.0
41232	782	0	782	0.0	1.0
41234	601	0	601	0.0	1.0
41238	860	0	860	0.0	1.0
41240	6916	4144	2772	0.599	0.401
41250	1195	0	1195	0.0	1.0
41254	571	0	571	0.0	1.0
41255	1036	0	1036	0.0	1.0
41256	2433	642	1791	0.264	0.736
41257	390	0	390	0.0	1.0
41260	885	567	318	0.641	0.359
41262	1474	0	1474	0.0	1.0
41263	525	0	525	0.0	1.0
41264	389	0	389	0.0	1.0
41265	1857	0	1857	0.0	1.0
41267	1245	0	1245	0.0	1.0
41268	395	395	0	1.0	0.0
41271	237	0	237	0.0	1.0
41274	585	68	517	0.116	0.884
41301	6159	0	6159	0.0	1.0
41311	7538	0	7538	0.0	1.0
41314	5239	0	5239	0.0	1.0
41317	190	0	190	0.0	1.0
41332	1184	0	1184	0.0	1.0
41339	10957	2567	8390	0.234	0.766
41348	1219	0	1219	0.0	1.0
41352	677	0	677	0.0	1.0
41360	500	0	500	0.0	1.0
41365	501	0	501	0.0	1.0
41366	20	0	20	0.0	1.0
41367	179	0	179	0.0	1.0
41385	470	0	470	0.0	1.0
41390	52	0	52	0.0	1.0
41397	64	0	64	0.0	1.0
41408	445	0	445	0.0	1.0
41421	233	0	233	0.0	1.0
41425	1138	0	1138	0.0	1.0
41464	722	0	722	0.0	1.0
41465	11979	0	11979	0.0	1.0
41472	10985	0	10985	0.0	1.0
41501	23298	6999	16299	0.3	0.7
41503	570	250	320	0.439	0.561
41512	976	0	976	0.0	1.0
41513	590	0	590	0.0	1.0
41514	3491	400	3091	0.115	0.885
41517	109	0	109	0.0	1.0
41519	1108	0	1108	0.0	1.0
41522	5352	0	5352	0.0	1.0
41524	384	0	384	0.0	1.0
41526	125	125	0	1.0	0.0
41527	675	0	675	0.0	1.0
41528	999	0	999	0.0	1.0
41531	985	21	964	0.021	0.979
41534	273	0	273	0.0	1.0
41535	526	0	526	0.0	1.0
41537	5373	0	5373	0.0	1.0
41538	97	0	97	0.0	1.0
41539	1722	0	1722	0.0	1.0
41540	302	0	302	0.0	1.0
41543	543	0	543	0.0	1.0
41544	931	0	931	0.0	1.0
41547	369	0	369	0.0	1.0
41548	862	0	862	0.0	1.0
41553	2288	0	2288	0.0	1.0
41554	1102	0	1102	0.0	1.0
41555	915	0	915	0.0	1.0
41557	1716	0	1716	0.0	1.0
41558	809	0	809	0.0	1.0
41559	339	0	339	0.0	1.0
41560	384	0	384	0.0	1.0
41562	2807	139	2668	0.05	0.95
41563	445	0	445	0.0	1.0
41564	1159	0	1159	0.0	1.0
41566	714	0	714	0.0	1.0
41567	369	0	369	0.0	1.0
41568	1073	0	1073	0.0	1.0
41571	639	0	639	0.0	1.0
41572	3754	0	3754	0.0	1.0
41601	755	467	288	0.619	0.381
41602	819	440	379	0.537	0.463
41603	1498	0	1498	0.0	1.0
41604	620	0	620	0.0	1.0
41605	637	0	637	0.0	1.0
41606	656	0	656	0.0	1.0
41607	318	0	318	0.0	1.0
41612	78	0	78	0.0	1.0
41615	675	0	675	0.0	1.0
41616	794	0	794	0.0	1.0
41619	599	0	599	0.0	1.0
41621	329	260	69	0.79	0.21
41622	228	0	228	0.0	1.0
41630	1230	0	1230	0.0	1.0
41631	1106	0	1106	0.0	1.0
41632	614	0	614	0.0	1.0
41635	3056	673	2383	0.22	0.78
41636	984	0	984	0.0	1.0
41640	1343	0	1343	0.0	1.0
41642	725	0	725	0.0	1.0
41643	194	0	194	0.0	1.0
41645	1268	0	1268	0.0	1.0
41647	1815	0	1815	0.0	1.0
41649	2631	105	2526	0.04	0.96
41650	534	0	534	0.0	1.0
41653	11451	4355	7096	0.38	0.62
41655	896	0	896	0.0	1.0
41659	520	0	520	0.0	1.0
41660	802	0	802	0.0	1.0
41663	384	0	384	0.0	1.0
41666	908	0	908	0.0	1.0
41667	720	0	720	0.0	1.0
41669	865	0	865	0.0	1.0
41701	17252	6717	10535	0.389	0.611
41712	380	0	380	0.0	1.0
41713	51	0	51	0.0	1.0
41714	418	0	418	0.0	1.0
41719	1043	190	853	0.182	0.818
41721	788	0	788	0.0	1.0
41722	1688	0	1688	0.0	1.0
41723	1537	128	1409	0.083	0.917
41725	174	0	174	0.0	1.0
41727	640	0	640	0.0	1.0
41729	230	230	0	1.0	0.0
41731	1023	0	1023	0.0	1.0
41735	295	0	295	0.0	1.0
41739	179	0	179	0.0	1.0
41740	877	0	877	0.0	1.0
41745	200	0	200	0.0	1.0
41746	835	0	835	0.0	1.0
41749	3556	0	3556	0.0	1.0
41751	289	161	128	0.557	0.443
41754	460	0	460	0.0	1.0
41759	397	0	397	0.0	1.0
41760	35	0	35	0.0	1.0
41762	107	0	107	0.0	1.0
41763	574	0	574	0.0	1.0
41764	741	0	741	0.0	1.0
41766	131	0	131	0.0	1.0
41772	277	0	277	0.0	1.0
41773	1273	0	1273	0.0	1.0
41774	2659	18	2641	0.007	0.993
41775	114	0	114	0.0	1.0
41776	1509	0	1509	0.0	1.0
41777	947	0	947	0.0	1.0
41804	720	0	720	0.0	1.0
41810	502	0	502	0.0	1.0
41812	230	0	230	0.0	1.0
41815	802	0	802	0.0	1.0
41817	251	0	251	0.0	1.0
41819	392	0	392	0.0	1.0
41821	537	0	537	0.0	1.0
41822	2553	0	2553	0.0	1.0
41824	1072	0	1072	0.0	1.0
41825	548	0	548	0.0	1.0
41826	978	0	978	0.0	1.0
41828	808	0	808	0.0	1.0
41831	849	0	849	0.0	1.0
41832	424	0	424	0.0	1.0
41833	321	0	321	0.0	1.0
41834	659	0	659	0.0	1.0
41835	790	0	790	0.0	1.0
41836	798	0	798	0.0	1.0
41837	1284	0	1284	0.0	1.0
41838	548	0	548	0.0	1.0
41839	1193	0	1193	0.0	1.0
41840	1111	0	1111	0.0	1.0
41843	949	0	949	0.0	1.0
41844	1355	0	1355	0.0	1.0
41845	293	0	293	0.0	1.0
41847	617	0	617	0.0	1.0
41848	80	0	80	0.0	1.0
41849	193	0	193	0.0	1.0
41855	696	0	696	0.0	1.0
41858	8064	0	8064	0.0	1.0
41859	349	0	349	0.0	1.0
41861	108	0	108	0.0	1.0
41862	952	0	952	0.0	1.0
42001	27960	23209	4751	0.83	0.17
42003	29683	23972	5711	0.808	0.192
42020	2330	0	2330	0.0	1.0
42021	1505	0	1505	0.0	1.0
42022	104	0	104	0.0	1.0
42023	2422	0	2422	0.0	1.0
